id,route,flight_class,days_to_departure,total_seats,booked_seats,remaining_seats,current_price,base_fare,booking_date,time_of_day,day_of_week,is_weekend,is_holiday_window,petrol_price,diesel_price,usd_to_pkr,competitor_min_price,competitor_avg_price,price_vs_competitor_ratio,competitor_data_is_real,demand_ratio
57284,LHE-ISB,Business,20,180,65,115,43790.19,42494.91089800444,2026-07-01,20,1,0,0,326.40768766774863,390.413698674894,268.61602247148096,,,,False,0.3611111111111111
57285,KHI-PEW,Economy,19,180,111,69,17337.25,14966.173412276461,2026-07-01,21,0,0,0,332.8019253228067,386.4890114914559,286.5029528546152,,,,False,0.6166666666666667
57286,LHE-ISB,Economy,14,180,98,82,12850.49,15096.179715825576,2026-07-01,22,2,0,0,327.2929754560757,386.46298343714153,281.5534955073311,,,,False,0.5444444444444444
57287,KHI-DXB,Economy,11,180,66,114,54288.67,44837.94581975072,2026-07-01,23,6,1,0,344.54027786356403,377.2590322784564,282.89357941689275,,,,False,0.36666666666666664
57288,KHI-PEW,Economy,29,180,103,77,14548.83,14966.173412276461,2026-07-01,0,3,0,0,326.38425190625395,389.61855661370174,283.97232709450657,,,,False,0.5722222222222222
57289,LHE-ISB,Economy,17,180,42,138,17604.72,15096.179715825576,2026-07-01,1,5,1,0,342.61654035603846,374.18110533730015,276.0342949785805,,,,False,0.23333333333333334
57290,KHI-DXB,Economy,8,180,158,22,38091.44,44837.94581975072,2026-07-01,2,3,0,0,333.5665617872363,392.7585399152723,286.43114204163555,,,,False,0.8777777777777778
57291,KHI-LHE,Economy,56,180,22,158,20162.36,14965.685953399905,2026-07-01,3,2,0,1,332.7425016851049,377.6260682913456,281.0744080940544,7485.0,8569.0,2.3529420002333996,True,0.12222222222222222
57292,KHI-ISB,Business,33,180,143,37,26149.67,42435.13461851475,2026-07-01,4,0,0,0,342.78206268426436,376.409375100339,274.66715113345236,7432.0,29077.333333333332,0.8993145863903155,True,0.7944444444444444
57293,LHE-ISB,Economy,20,180,91,89,15857.2,15096.179715825576,2026-07-01,5,1,0,0,344.93703112362425,385.922635315874,287.85568692641107,,,,False,0.5055555555555555
57294,KHI-LHE,Economy,7,180,83,97,15364.56,14965.685953399905,2026-07-01,6,2,0,0,341.2397914243921,378.04686972559654,281.1016822281144,7485.0,8569.0,1.7930400280079355,True,0.46111111111111114
57295,KHI-DXB,Economy,27,180,92,88,53282.12,44837.94581975072,2026-07-01,7,1,0,0,340.5826925452296,390.21480686227386,272.6474002567542,,,,False,0.5111111111111111
57296,KHI-DXB,Business,25,180,114,66,117828.45,110639.33540295118,2026-07-01,8,6,1,0,333.9926096502553,376.53086204291947,286.3860516388753,,,,False,0.6333333333333333
57297,KHI-PEW,Economy,14,180,99,81,10533.42,14966.173412276461,2026-07-01,9,2,0,0,343.23983739079523,393.4335020205635,283.2693646126038,,,,False,0.55
57298,KHI-LHE,Business,67,180,105,75,51957.87,42157.36867324561,2026-07-01,10,6,1,1,341.7619270596075,386.22774113843565,282.3659072238628,7485.0,8569.0,6.06346948302019,True,0.5833333333333334
57299,KHI-PEW,Economy,23,180,80,100,13731.77,14966.173412276461,2026-07-01,11,4,0,0,335.16121753031825,382.59273430667304,272.1640742854876,,,,False,0.4444444444444444
57300,KHI-PEW,Business,25,180,125,55,40794.75,42737.64187978142,2026-07-01,12,6,1,0,327.5874776529761,390.613094496542,277.78609630718665,,,,False,0.6944444444444444
57301,KHI-ISB,Economy,22,180,97,83,18815.68,14814.069359582543,2026-07-01,13,3,0,0,326.28756105801637,389.54156218261426,274.0352073383993,7432.0,29077.333333333332,0.6470909757887015,True,0.5388888888888889
57302,KHI-LHE,Business,11,180,104,76,34970.37,42157.36867324561,2026-07-01,14,6,1,0,331.58959568240556,381.6969033250175,283.2628264507457,7485.0,8569.0,4.081032792624577,True,0.5777777777777777
57303,LHE-ISB,Economy,76,180,77,103,19893.36,15096.179715825576,2026-07-01,15,1,0,0,327.36174520991545,388.1721129065302,274.9329343798491,,,,False,0.42777777777777776
57304,KHI-PEW,Economy,18,180,103,77,8942.88,14966.173412276461,2026-07-01,16,6,1,0,333.3948417064145,389.0291178701321,286.4568171252653,,,,False,0.5722222222222222
57305,KHI-ISB,Economy,64,180,101,79,17409.56,14814.069359582543,2026-07-01,17,3,0,0,330.25566904680244,375.9627526177997,278.818878963545,7432.0,29077.333333333332,0.5987330337490829,True,0.5611111111111111
57306,KHI-PEW,Business,66,180,98,82,46059.97,42737.64187978142,2026-07-01,18,5,1,1,330.0029017076533,386.9383915185183,273.0482049650554,,,,False,0.5444444444444444
57307,LHE-ISB,Economy,4,180,61,119,14114.41,15096.179715825576,2026-07-01,19,6,1,0,340.1611425731882,377.9297081729396,272.2380766900543,,,,False,0.3388888888888889
57308,KHI-DXB,Business,21,180,113,67,96353.02,110639.33540295118,2026-07-01,20,2,0,0,329.59051984395563,385.53523494217166,283.44873246287364,,,,False,0.6277777777777778
57309,KHI-DXB,Economy,8,180,146,34,43379.83,44837.94581975072,2026-07-01,21,3,0,0,335.17015670719275,390.1510337239797,279.6678888415639,,,,False,0.8111111111111111
57310,KHI-DXB,Economy,75,180,82,98,55234.21,44837.94581975072,2026-07-01,22,0,0,0,340.23086246254223,378.1376001581775,284.3001716904014,,,,False,0.45555555555555555
57311,KHI-LHE,Business,15,180,87,93,38601.93,42157.36867324561,2026-07-01,23,3,0,0,336.80075028681625,373.8273557881965,271.31549814669467,7485.0,8569.0,4.504834869879799,True,0.48333333333333334
57312,KHI-ISB,Economy,17,180,124,56,9700.66,14814.069359582543,2026-07-01,0,5,1,0,334.24585733314444,391.2115515678665,275.434493346454,7432.0,29077.333333333332,0.33361587490829053,True,0.6888888888888889
57313,KHI-PEW,Economy,11,180,62,118,17985.8,14966.173412276461,2026-07-01,1,6,1,0,332.60882763232615,390.35199576535496,270.0014306326364,,,,False,0.34444444444444444
57314,LHE-ISB,Economy,41,180,84,96,14434.12,15096.179715825576,2026-07-01,2,1,0,0,337.40744245658993,389.8462555766149,287.70308477234977,,,,False,0.4666666666666667
57315,KHI-DXB,Economy,2,180,131,49,38782.27,44837.94581975072,2026-07-01,3,4,0,0,332.6633927029564,381.76218271771336,279.6028529640424,,,,False,0.7277777777777777
57316,KHI-ISB,Economy,57,180,74,106,18510.17,14814.069359582543,2026-07-01,4,3,0,1,341.9301393288658,377.7524201233587,280.70814597371196,7432.0,29077.333333333332,0.6365841663609684,True,0.4111111111111111
57317,LHE-ISB,Business,2,180,93,87,39572.84,42494.91089800444,2026-07-01,5,4,0,0,339.32667442040577,376.3821281850422,287.11540805482605,,,,False,0.5166666666666667
57318,LHE-ISB,Business,35,180,108,72,44510.39,42494.91089800444,2026-07-01,6,2,0,0,338.2586163895012,376.7668687393216,272.9323448198187,,,,False,0.6
57319,KHI-LHE,Economy,23,180,115,65,13372.1,14965.685953399905,2026-07-01,7,4,0,0,332.6990457447545,378.1898750973214,283.29645614390154,7485.0,8569.0,1.5605204808028943,True,0.6388888888888888
57320,KHI-ISB,Economy,57,180,106,74,11017.94,14814.069359582543,2026-07-01,8,3,0,1,325.34865469178686,389.73325379047196,276.74974619082366,7432.0,29077.333333333332,0.37891851614086575,True,0.5888888888888889
57321,KHI-ISB,Business,62,180,48,132,56711.19,42435.13461851475,2026-07-01,9,1,0,0,333.8013282724179,387.8842573789347,268.06998392375436,7432.0,29077.333333333332,1.9503573230007338,True,0.26666666666666666
57322,LHE-ISB,Economy,75,180,112,68,14858.08,15096.179715825576,2026-07-01,10,0,0,0,338.8756130444517,377.5162714124154,277.7405720669901,,,,False,0.6222222222222222
57323,KHI-PEW,Business,40,180,37,143,47816.24,42737.64187978142,2026-07-01,11,0,0,0,326.84651537158993,375.7686600395321,287.51530051030613,,,,False,0.20555555555555555
57324,KHI-PEW,Business,22,180,100,80,50897.23,42737.64187978142,2026-07-01,12,3,0,0,342.9849130032429,388.87002923232905,282.3392970846363,,,,False,0.5555555555555556
57325,LHE-ISB,Business,58,180,160,20,29605.74,42494.91089800444,2026-07-01,13,4,0,0,344.591791142514,392.2342153449945,286.440962062651,,,,False,0.8888888888888888
57326,LHE-ISB,Economy,9,180,99,81,8365.75,15096.179715825576,2026-07-01,14,4,0,0,335.891104628981,374.71088007488385,271.79303821132555,,,,False,0.55
57327,KHI-DXB,Business,24,180,124,56,115661.62,110639.33540295118,2026-07-01,15,5,1,0,333.0447296390279,378.5548456666883,283.1445153878784,,,,False,0.6888888888888889
57328,KHI-DXB,Economy,43,180,63,117,54737.06,44837.94581975072,2026-07-01,16,3,0,1,326.40701164358194,388.91860977557883,271.36911712858586,,,,False,0.35
57329,KHI-PEW,Economy,29,180,88,92,11628.24,14966.173412276461,2026-07-01,17,3,0,0,327.2712148874584,376.82148714614556,272.879879205927,,,,False,0.4888888888888889
57330,KHI-PEW,Economy,5,180,157,23,8569.57,14966.173412276461,2026-07-01,18,0,0,0,342.1635795758709,375.9522865941665,270.0184995645205,,,,False,0.8722222222222222
57331,KHI-DXB,Economy,10,180,113,67,36949.98,44837.94581975072,2026-07-01,19,5,1,0,333.571962717835,376.89240211928325,279.5876826096984,,,,False,0.6277777777777778
57332,KHI-LHE,Economy,25,180,67,113,12525.8,14965.685953399905,2026-07-01,20,6,1,0,339.71377880871194,381.674687622968,271.014947276961,7485.0,8569.0,1.4617574979577546,True,0.37222222222222223
57333,KHI-LHE,Economy,24,180,127,53,7939.46,14965.685953399905,2026-07-01,21,5,1,0,341.6650915608424,386.9146620458225,281.54612089662373,7485.0,8569.0,0.9265328509744427,True,0.7055555555555556
57334,KHI-ISB,Business,41,180,64,116,38136.73,42435.13461851475,2026-07-01,22,1,0,0,342.6698966157551,385.40452124729336,273.8434048858916,7432.0,29077.333333333332,1.3115621560895085,True,0.35555555555555557
57335,KHI-ISB,Economy,12,180,127,53,12240.52,14814.069359582543,2026-07-01,23,0,0,0,336.83746068573623,391.2562671175804,273.95072652525823,7432.0,29077.333333333332,0.4209643250183419,True,0.7055555555555556
57336,KHI-PEW,Economy,25,180,89,91,20739.78,14966.173412276461,2026-07-01,0,6,1,0,344.55180952249884,379.4317172879137,285.98430416831894,,,,False,0.49444444444444446
57337,KHI-ISB,Business,25,180,65,115,56251.48,42435.13461851475,2026-07-01,1,6,1,0,338.80149974275724,384.6544585819028,275.5409000835937,7432.0,29077.333333333332,1.9345474137931036,True,0.3611111111111111
57338,KHI-ISB,Economy,23,180,151,29,11284.45,14814.069359582543,2026-07-01,2,4,0,0,326.4513773868622,376.41960231981693,277.4298915961142,7432.0,29077.333333333332,0.3880840746515041,True,0.8388888888888889
57339,LHE-ISB,Economy,28,180,32,148,18409.12,15096.179715825576,2026-07-01,3,2,0,0,345.1624039804333,375.27817848397694,278.9440479742271,,,,False,0.17777777777777778
57340,KHI-LHE,Economy,12,180,77,103,21628.8,14965.685953399905,2026-07-01,4,0,0,0,339.4090883653653,379.1700829390373,280.3674200735492,7485.0,8569.0,2.5240751546271443,True,0.42777777777777776
57341,KHI-DXB,Economy,5,180,108,72,48394.52,44837.94581975072,2026-07-01,5,0,0,0,326.70543477829455,389.99839070500695,283.18012620569806,,,,False,0.6
57342,LHE-ISB,Economy,2,180,56,124,13660.51,15096.179715825576,2026-07-01,6,4,0,0,325.6048071609843,378.8146732971376,277.95182714074815,,,,False,0.3111111111111111
57343,KHI-PEW,Economy,32,180,101,79,11603.02,14966.173412276461,2026-07-01,7,6,1,0,327.6262756483114,375.466047021061,270.5168643887654,,,,False,0.5611111111111111
57344,KHI-DXB,Business,51,180,26,154,138566.15,110639.33540295118,2026-07-01,8,4,0,0,326.0704419117524,390.83601293197387,276.9948466342731,,,,False,0.14444444444444443
57345,KHI-PEW,Economy,15,180,91,89,21333.47,14966.173412276461,2026-07-01,9,3,0,0,338.9808547548749,390.94236699151884,275.950130853742,,,,False,0.5055555555555555
57346,LHE-ISB,Economy,21,180,133,47,14517.68,15096.179715825576,2026-07-01,10,2,0,0,344.3730972786674,379.0392208283903,273.20569942960714,,,,False,0.7388888888888889
57347,KHI-ISB,Economy,66,180,70,110,11818.4,14814.069359582543,2026-07-01,11,5,1,1,337.02905921992453,384.93901969315203,274.46810945557866,7432.0,29077.333333333332,0.40644717534849595,True,0.3888888888888889
57348,KHI-PEW,Economy,77,180,137,43,13156.28,14966.173412276461,2026-07-01,12,2,0,0,328.4233931736715,390.08705985935023,268.5441658843508,,,,False,0.7611111111111111
57349,LHE-ISB,Business,51,180,150,30,30997.45,42494.91089800444,2026-07-01,13,4,0,0,330.4154583456409,384.78731712386434,271.44752738199657,,,,False,0.8333333333333334
57350,KHI-DXB,Business,45,180,20,160,142892.19,110639.33540295118,2026-07-01,14,5,1,1,338.43020154189816,388.1390155896671,287.2932364670941,,,,False,0.1111111111111111
57351,KHI-DXB,Business,57,180,31,149,134150.09,110639.33540295118,2026-07-01,15,3,0,1,333.7567135817916,380.8314127946825,270.6957432209865,,,,False,0.17222222222222222
57352,LHE-ISB,Business,67,180,33,147,52890.97,42494.91089800444,2026-07-01,16,6,1,1,338.2268150623006,377.4166053793186,270.84108261420914,,,,False,0.18333333333333332
57353,LHE-ISB,Economy,47,180,110,70,8481.48,15096.179715825576,2026-07-01,17,0,0,0,330.5143284286061,383.4642679523102,280.7831799540363,,,,False,0.6111111111111112
57354,KHI-DXB,Economy,48,180,150,30,36929.27,44837.94581975072,2026-07-01,18,1,0,0,327.4241823489888,382.0677327962863,275.4366588944016,,,,False,0.8333333333333334
57355,KHI-ISB,Economy,15,180,92,88,17154.47,14814.069359582543,2026-07-01,19,3,0,0,328.31775715087906,379.76085157041285,273.4570461876417,7432.0,29077.333333333332,0.5899602210198093,True,0.5111111111111111
57356,LHE-ISB,Economy,18,180,153,27,12086.84,15096.179715825576,2026-07-01,20,6,1,0,332.7860885069733,381.3201233811452,280.60296314181784,,,,False,0.85
57357,KHI-PEW,Economy,7,180,56,124,15603.08,14966.173412276461,2026-07-01,21,2,0,0,335.274205907603,377.1577241886747,270.8652388116441,,,,False,0.3111111111111111
57358,LHE-ISB,Economy,19,180,32,148,17362.61,15096.179715825576,2026-07-01,22,0,0,0,338.7415113289657,392.22640247076987,277.5617273770151,,,,False,0.17777777777777778
57359,KHI-LHE,Economy,46,180,140,40,14054.31,14965.685953399905,2026-07-01,23,6,1,1,339.55908177107494,392.6455701006184,270.6969662955002,7485.0,8569.0,1.6401342046913292,True,0.7777777777777778
57360,KHI-PEW,Economy,11,180,88,92,15960.96,14966.173412276461,2026-07-01,0,6,1,0,343.5318276200292,378.2525216542218,283.26824320129606,,,,False,0.4888888888888889
57361,LHE-ISB,Economy,46,180,94,86,11985.52,15096.179715825576,2026-07-01,1,6,1,1,329.4643676733354,380.98463043960385,287.2862542783104,,,,False,0.5222222222222223
57362,LHE-ISB,Economy,44,180,98,82,19766.32,15096.179715825576,2026-07-01,2,4,0,1,325.68291872148507,378.20824712737704,273.1824811583791,,,,False,0.5444444444444444
57363,LHE-ISB,Economy,12,180,94,86,12088.16,15096.179715825576,2026-07-01,3,0,0,0,328.50892192467285,374.0829109092349,273.0189238036283,,,,False,0.5222222222222223
57364,KHI-PEW,Economy,44,180,48,132,19140.47,14966.173412276461,2026-07-01,4,4,0,1,340.87661278126654,375.87752283348624,278.96736900959803,,,,False,0.26666666666666666
57365,LHE-ISB,Business,41,180,139,41,41646.51,42494.91089800444,2026-07-01,5,1,0,0,342.8305260060489,373.50760020719,280.3979592021273,,,,False,0.7722222222222223
57366,KHI-DXB,Economy,4,180,68,112,47224.39,44837.94581975072,2026-07-01,6,6,1,0,341.2982945530887,386.1969250687253,270.9392428992895,,,,False,0.37777777777777777
57367,LHE-ISB,Business,40,180,107,73,37943.85,42494.91089800444,2026-07-01,7,0,0,0,331.7334606226297,385.3287747556952,282.12402230306816,,,,False,0.5944444444444444
57368,KHI-PEW,Economy,26,180,131,49,10516.32,14966.173412276461,2026-07-01,8,0,0,0,331.4783229513709,389.20635331215954,273.65755289551606,,,,False,0.7277777777777777
57369,KHI-PEW,Economy,46,180,68,112,19160.0,14966.173412276461,2026-07-01,9,6,1,1,336.6619988110407,390.80816494817276,270.9178310105442,,,,False,0.37777777777777777
57370,KHI-PEW,Economy,51,180,65,115,18523.45,14966.173412276461,2026-07-01,10,4,0,0,336.1752278646099,385.50206928903924,279.8634668093379,,,,False,0.3611111111111111
57371,KHI-LHE,Economy,46,180,142,38,11365.01,14965.685953399905,2026-07-01,11,6,1,1,335.3603524092686,391.90076716781317,275.2699050204341,7485.0,8569.0,1.326293616524682,True,0.7888888888888889
57372,LHE-ISB,Business,59,180,72,108,57108.0,42494.91089800444,2026-07-01,12,5,1,0,328.4386310048441,383.86326658744144,285.63520722724877,,,,False,0.4
57373,KHI-ISB,Business,4,180,82,98,39081.96,42435.13461851475,2026-07-01,13,6,1,0,343.5145836532833,377.1127109598605,273.2974457364038,7432.0,29077.333333333332,1.3440696074834924,True,0.45555555555555555
57374,KHI-PEW,Business,21,180,105,75,31290.53,42737.64187978142,2026-07-01,14,2,0,0,329.7053899590019,374.0254775277124,268.1598779231456,,,,False,0.5833333333333334
57375,KHI-ISB,Business,4,180,84,96,35007.77,42435.13461851475,2026-07-01,15,6,1,0,345.1233036918581,392.1530677388287,275.0227461528087,7432.0,29077.333333333332,1.2039539389214966,True,0.4666666666666667
57376,KHI-ISB,Economy,83,180,82,98,19569.32,14814.069359582543,2026-07-01,16,1,0,0,339.4351216917503,385.62008680019636,270.22193549047347,7432.0,29077.333333333332,0.6730094460748349,True,0.45555555555555555
57377,KHI-ISB,Business,11,180,70,110,59018.32,42435.13461851475,2026-07-01,17,6,1,0,343.1007381664535,380.88463428032793,287.05965734358284,7432.0,29077.333333333332,2.029701944240646,True,0.3888888888888889
57378,KHI-PEW,Economy,10,180,43,137,19485.36,14966.173412276461,2026-07-01,18,5,1,0,335.07012688452437,379.16895163648354,277.5493671607772,,,,False,0.2388888888888889
57379,KHI-LHE,Business,15,180,86,94,40557.5,42157.36867324561,2026-07-01,19,3,0,0,342.5976893555131,392.1267110663341,267.8703738995833,7485.0,8569.0,4.733049363986463,True,0.4777777777777778
57380,KHI-ISB,Business,9,180,65,115,39337.75,42435.13461851475,2026-07-01,20,4,0,0,331.9308963466885,384.23281235400634,268.06260162035835,7432.0,29077.333333333332,1.3528664939471755,True,0.3611111111111111
57381,KHI-ISB,Business,25,180,77,103,57221.67,42435.13461851475,2026-07-01,21,6,1,0,341.03802914773996,392.5061393793383,287.6467516923843,7432.0,29077.333333333332,1.967913265774028,True,0.42777777777777776
57382,KHI-LHE,Economy,14,180,101,79,20162.69,14965.685953399905,2026-07-01,22,2,0,0,339.0485231395951,390.79720049795856,273.7009745180424,7485.0,8569.0,2.3529805111448243,True,0.5611111111111111
57383,KHI-DXB,Economy,39,180,45,135,54533.96,44837.94581975072,2026-07-01,23,6,1,0,339.6812910294953,380.7175354655301,275.5276927314206,,,,False,0.25
57384,KHI-DXB,Business,25,180,49,131,143005.95,110639.33540295118,2026-07-01,0,6,1,0,333.21819932742636,387.122262967881,270.23449783222077,,,,False,0.2722222222222222
57385,KHI-LHE,Economy,5,180,122,58,11475.42,14965.685953399905,2026-07-01,1,0,0,0,326.0658592627376,384.31061243895795,267.98393284777904,7485.0,8569.0,1.339178433889602,True,0.6777777777777778
57386,KHI-DXB,Business,24,180,97,83,93212.87,110639.33540295118,2026-07-01,2,5,1,0,338.588076216285,374.26421764924686,273.46846802844965,,,,False,0.5388888888888889
57387,KHI-DXB,Economy,29,180,105,75,44771.91,44837.94581975072,2026-07-01,3,3,0,0,327.57658354401366,388.9303066069081,285.4463732691725,,,,False,0.5833333333333334
57388,KHI-ISB,Economy,22,180,78,102,16460.21,14814.069359582543,2026-07-01,4,3,0,0,338.370145293415,383.6764750348242,276.6104220636167,7432.0,29077.333333333332,0.5660838912325752,True,0.43333333333333335
57389,KHI-ISB,Economy,26,180,98,82,18000.64,14814.069359582543,2026-07-01,5,0,0,0,327.3012014233248,376.11894419287324,275.25206936659265,7432.0,29077.333333333332,0.6190608950843727,True,0.5444444444444444
57390,KHI-LHE,Economy,6,180,103,77,11497.44,14965.685953399905,2026-07-01,6,1,0,0,331.9880978345386,388.6946762650823,285.20114635958663,7485.0,8569.0,1.3417481619792275,True,0.5722222222222222
